title,company,location,date,url
"Product Owner Gen AI
Product Owner Gen AI with verification",Sapiens,"Holon, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4401274095/?eBP=CwEAAAGdpe7K-L-IRmrLSXBR5tAaCBPWN3VZrHCdPF7-9i7UlLrKMvP6eBbudp6cA-f-Lnv_ie5G3WjJelxVJZCTyaILFehSLP7DYTlrWUeQ88guYqeZmF1k4dH8TJmFSR4HVQ5g4r5nd3VFPiAMNwy07s5l__M7QGpqefcqX6pPZBRGjdRL0yUmftw1IepJrn65E7sG012WUYm_qv2TBWgiHy-oShEyPe9WsK6xe5sysx0MLDdpTWC1sdTBid4TUe2UhT7QPDfX5B1xyPjVEXzxBeqDd9m45wjqUD92TJ7n5Jhq_izXxOKeGUTNd4AgkXOK1VPGdfsJLjwg6araojgt0XS9QH5av65zrhrMtSn9bvquOyfpGxo4mXzTaIqunUTEllrVJIJAXMe7zBBpOhEBCRKVnPBd10OxIUcN_79SnEPneL0yFVLsSYBndDMHswfSnVxgu89RNPggfJbPqj1MoR0xsgfbAou5muGgps_PGGON&refId=WeAHA33keSXS6aDNyHThMw%3D%3D&trackingId=PXeovg0Xap7wnu5Jn6fpqw%3D%3D&trk=flagship3_search_srp_jobs
"Mathematical / quantum physics
Mathematical / quantum physics with verification",SCE - Shamoon College of Engineering,"Be'er Sheva, South District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403839015/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=9tACH8OVlIAP%2FC2PJiQetA%3D%3D&trackingId=oGQIJao8q84c0O35qyMqaw%3D%3D&trk=flagship3_search_srp_jobs
"Controller
Controller",Schindler - Your Finance Team,"Petah Tikva, Center District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4399968505/?eBP=CwEAAAGdpe2LTpf_idMNUiaTIt7K_-K-NF97mpXsfApw-x56_pbhsZfdU81QESbPNbTsk7WHubifWEHlas_EghZeK0A4b5Nllgrbff8HU2m7xEAt6FIKfm6TB_m_P7CeyvBLTf-zH9mGkhAY48G5HI8cm4rHfFbLoBlMe1dYBYr3I5fv7pOmyHM1YsSCtgAB9PyMB0KJmPBDst_hnEb2rDq2yUxp1Ekl2ZN-lGlr4LaPCqg-j28_THZN-hOeOvsdoDTmmukP_qji-VnZvfp7ZwMdGnu2mPpYbDwVBevRzy1L0YTi9llv05qSH6gQ8oKaq01gH9VlPetpcKDaWEdzR29ZELwRDxtoSct0SnqmHcdeDQbYnD28U6B7bCP48reTZOcudR9sf6lVqbKThr2C6O_P55p2ZkFAKqPA_5ij_V9G8kjg8jpXy9oQDf0hpIRA_ooR5xZVt4op89Qc8JirGt3Rubyzbs2MZ0Fa2ll__m5wfqjMlTZ9C0zNgoFXglOMzZY&refId=nZzYOOu%2FsxmQzJx6ZAy71w%3D%3D&trackingId=nNp2LKtmsgKpLYsFZFiTpg%3D%3D&trk=flagship3_search_srp_jobs
"Lead/Manager Economy and Systems Designer
Lead/Manager Economy and Systems Designer with verification",Scopely,"Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4295008793/?eBP=CwEAAAGdpeii_Y_u-9JXg-S50XEeDUdJPkY8XpUPFV5oF4Tl8Ma_r1EgBXbIOB5PlIXAwt-1WvMW2cj-O3-1xu8mUgI959Tf3RS06KIezdqoWy1Qe6yGj08hgz4aD0tf4aamggeIMsnKPfnIvfA3vUfM8ou_GAs-d8lK-aVImMKN7VkYeJWFPtClu4_nqRmpNg3kLymDXorK6ipAHFqMoAlMKm0BbXXyBfdLfFIUViTWc9XUQL-GWNWRpu_Um2pQWDiT13p-96NwOsZHESrmHDI4Sf-s-yLdFMeUuZk4DxWiIDbLCVIkLffknHST-jVDf-xlpbTzZewGQMf85KdQXsjkP-N2JCOYNMA1YmsJ3vYo8NZHRJFNpv57rsMQLjpRVSfV_1e4wum_wvnWbm5hz5GmgqQ_MrbtQGk3PsFuV9J9tlQOAtqYg72lXx7F3GhuC5sZd0o8V8DprENVuhhJPKokkV_-bdUkOURxz1sBuQ3Tjg&refId=4Otb%2F4BDLb1TwGCaMQd53Q%3D%3D&trackingId=UNzYyR6RwfQ%2BfPFgJB9F0g%3D%3D&trk=flagship3_search_srp_jobs
"Sr Product Manager - Performance Stumble Guys!
Sr Product Manager - Performance Stumble Guys! with verification",Scopely,"Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4342970632/?eBP=CwEAAAGdpfBdByqocXkEbrTL9s0DnulMUnhvGUU3T1G4ZgA69zuN_XD2vaFt1w8kBIdirINQdEno6nDfaHzmRTABETT4IUCOLKLBS-BXh3lyMrk-xlEsqlovljU7sZ44Bm_jKR4XciMSC9_j4B71oX4Z0RHdONYTnOv_sfFZMDTOp89MuUsKL_FfXtfWpeRS4OU8Sii13Q0rhSOvZrmHk3QRTJMpNxn-SRjV3XQ-xdN3ayyetFzKYQGVbDVoAqy8jboExtaVhKcOxngwdqUOHkAb0yZpFkGVfJJDPHq-o4ItZALzzZiOFzU-I4rhVGfKp6Ry8PzaTeL_JzsT1CegMIXQBA0GtdZ4ARENjvjpkmczn4pX-nG93hkfk_INd9SSRLkmxwnJo7gdZ70596imldG51uEpigXE4nuEILg_CXVquPwpZSyKqQ0vm_7S7OSm6i0ydRrM7Nc&refId=nN9NBMRbJiYQvY59c2TBeg%3D%3D&trackingId=ukXCO7o9Ppvh7Jdbt9NG%2BQ%3D%3D&trk=flagship3_search_srp_jobs
"סוקר/ת סיכונים אפליקטיבי, תשתיתי ושרשרת אספקה
סוקר/ת סיכונים אפליקטיבי, תשתיתי ושרשרת אספקה",SECTERIOUS - Cyber security consultancy,"Beer Yaakov, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401257160/?eBP=CwEAAAGdpeav0XkswHdHusyCfzjvD1xehlJkGncdk1R6YkDkwCmwcQ3-LCFvc1WmHdevAbm6ENf3cYwcN7Ai0SMqlEjqePNXaOwXQ9jCDO0YPU2g_QgKj0L8iXpVoloz1ljNPO3cdF07EKGmS-eD8cga6-Y1XXdDdeEps5sW1ZD5hyMZCF8HmefNzN8bCnP7tF_hQabq1conSvIbNn1r_-zBYRrWZD-5KUCp1tlpgc-9V6Dk0QX0DWuBlcZINqCRO9wklm1zaJ7gSaIrmi9RqHTLmF_Mgyoa1IijTDfZ95qUxqTIa0dT217InqDOSecxftEb7jW-Aj55tacwKUiMMs5dcIVUYM5Nq2vIuKQHuYxNDFsRaHMLEvqmJhurkGMtWUGl7mqwFdR7HKayOrXyJ2O7f2p0djD4Kh-T3yDNUjT8rdIrfUzn9iot-WOvdCqAcIKJqLg7Nve4yHxQ007PM3-LkxEzO6O1-I7sFQJ04S12nygGb7BSpR0_fIJtwJFS4w&refId=K%2FxjtGpxSnrVca%2BOnFxfuA%3D%3D&trackingId=gxm4ODBznj6sg3MkMWYq6w%3D%3D&trk=flagship3_search_srp_jobs
"Senior Software Engineer \ Search Engineer  (Elasticsearch & Vector Search)
Senior Software Engineer \ Search Engineer  (Elasticsearch & Vector Search) with verification",Seeking Alpha,"Center District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4380913412/?eBP=CwEAAAGdpfCc8Alzwv_P8p0EfOSp4plVwtOHx9ajjkZPy_4sClzKKHjHJ-asgcWs-XZ6HsOLXfHm4aopcpWV_-QiHAkncUJGMIcs-YTh06JKDkjPQ6LWbSAJpAzTzT33zNPX1QzxXCBOeDxMn_6esns13XaidWu82zgoguuiPy0y15IewY7oa5FBNz8R8W1fEC_-bU1i_mYRf39MRH69r-mIC9a1UqMtoILNai_359FYhRyfw5J-CM6WgVZj_b83vv5T06cwMauu5d1o8rb03lrCszr4P6y6WfgEDv9ZzrZxndX477E3KGFUtXki8T-MhCUurUgl11dATfGzaRVwgid2jtWupQy6OWutb7rRVpIfnrRJR_miGJMlAwRwcscfZ-F-YLZMulcugNd65zEvzmXwov1mQX_lJ7AFyoOL24oFzEMOzoc5L4zFJtSNP_gd9iJNKYRInbGKV54Jzndsp2byzFmy9sGeMu4KFLpZFrNrlDok1ogZLVdUASAjm3XtugQdoZc&refId=AXllWHp%2B9iDCljljbyb0dg%3D%3D&trackingId=CSeB7KgRo0cUyGXij1lUaw%3D%3D&trk=flagship3_search_srp_jobs
"Senior AI Engineer (LLM & Multi-Agent Systems)
Senior AI Engineer (LLM & Multi-Agent Systems) with verification",Seeking Alpha,"Center District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4380795600/?eBP=CwEAAAGdpfINhvMTRRxbiNDC6-WDtpU7fKxmG1Z7qo6DYNieHdW9zAwix_xV5f6UGmFzibMDAfFSv2UOqmaRIZQZcKdLweyHMO-xQkV0bQ-Mt2Silz0exaGKsOGpX9AF02aEkNRTfheSUHBneDUZ8LRh7xVKqMgJVU3r_koQu5dkgbw6xIObsl3dX4T74NSDYktrvroBQGO4cFqZf9lpz7ZWNUvbdNqQ8gUem0IRE0toKMWF2biy83UhRdHZ87vDqAVDu5mQBOgkdpYuHVClK3sj9W7Dqqtlr17Ur8iy0K3VkzPX5Y0bz3oEethYeWewTeGDqiZUJoXITno9MrYExlitFO_v2BDFsDyppWd1lel8RWG7dRVb0SKZNL-A2bCSmxNF306QAYhJ5zvkt1Oa_Z760jPCPsAd0EVSYKiCmntBMLaGEDWgzUd8Yg0v4_kDavOtN23XBe-XWa9dKhXyNe1fUqKFl9RkcP-0YwVb0wv__qfqeIqGIQ&refId=XzIbyAzNxK%2B%2BUK%2FNLWxcqg%3D%3D&trackingId=YxP4wvSAX1O%2B79JEAvWqcg%3D%3D&trk=flagship3_search_srp_jobs
"Pre-Sales Engineer (Russian Speaker)
Pre-Sales Engineer (Russian Speaker)","Sentrycs | Counter-Drone Solutions Adapting at the Speed of Threats
1 connection works here
1 hour ago
","Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4403890013/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=GukeC3sitjSIkWw6h3zU4Q%3D%3D&trackingId=SW%2Bt6Dnqb1RQc%2BNSW1QPJA%3D%3D&trk=flagship3_search_srp_jobs
"Bid Manager
Bid Manager","Sentrycs | Counter-Drone Solutions Adapting at the Speed of Threats
1 connection works here
19 hours ago
","Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403066538/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=hKtC9PgdjVAF7FuojK00gA%3D%3D&trackingId=VhQez7L6%2BWhj6v9aMAvH0w%3D%3D&trk=flagship3_search_srp_jobs
"Arabic Intelligence Content Analyst (No Arabic Required)
Arabic Intelligence Content Analyst (No Arabic Required) with verification",Shabak - Israeli Security Agency - Career,"Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401282138/?eBP=CwEAAAGdpef15QEhZqyTvm6JZOZ1A-V2YU77th1e5yn7O6ZytTxd055x--vz7B3HamynRA5BIDxydjtDnkImhZq1BK8hdfm0uE3j4yN5CrC6TmLUm4B-SPvRXbPnNLVQH0Qg4Nt1NTLz-gD2yHbvm5haRvf4i9df8HFwYdn0ipexE6PKO5WWGz-bjMCzn_0Pq59vrGtB8vEd8MVaRNKR6g3xAaqxpDawUOsVw9azVQPzR5XFxcWlWx8gvFePc0xth4z0OgkBmQ8G9nUlIadB5xdN9AkC8PTMfLogq56uLUO_Xh9ZvS-wsQcxZDBChu5ymWY0Z-depMN8dI-YvsoeJ9ZOUc3cdIQ3ohAtJNNz6F_aQQEV7SLUSta--N4chPhSiJkeYHAVoFBpy1xULcae9KZ1T5qoHislsPfleCo9vq6i8rRwPcyyZf5PbpiEviHPR_04lW7ps8_4W4chfoAm4P0khGDFsEKUY94mjUhy&refId=ThgTXALoDUfxqmN036qDnA%3D%3D&trackingId=tKflWrbJ9LqMSy9XIJPL9w%3D%3D&trk=flagship3_search_srp_jobs
"Senior Product Manager -2588
Senior Product Manager -2588 with verification",Shabak - Israeli Security Agency - Career,"Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401265173/?eBP=CwEAAAGdpe3EFPWm0vU34LA6e9cMFB5SlbYxNXVdEqfGfOjRBF1ndiFFeq0SuvWXEI4fJYkcAoYgJD-ihRqRbbPt6fkJBVfwsYqEqJc974WnHxobrd4QhLZbHHzSB-eCJE9djQrS0F1e0zumUyYv3tAge-usexM3-VjThFm67hMUa7ZHbKOPwG8a8-c7WMNZkQq-CG8wCmVrWRhZI_Xgj3fvhsb6INDQEndVNiVlaDB52BgoMm3rOusZobNcc921cFhqTrCJSiA8OdHZQ_95IvK4b5qJ9JvwGmJrioTuCKz7ISyjyB0c5bkyLiW-CGA6cJNja0aS72HfaCy7kx0Id3dOfgJG-gWGw4yJWHlqJxxsgxoXnPIPsT09X19ykt32Aj70NoF5cUbDJMjRU4hl-1twkDaNToAgZf0gsAuRaFSfHVo5apt2mSJYulaI3M2STpWM6cetyYeQSAWW8mT1HxJwCIwCCOXJzmjQ6Gw_6ofdUNp-&refId=hKtC9PgdjVAF7FuojK00gA%3D%3D&trackingId=gLzXbRW0aFdB46xNG0lz3A%3D%3D&trk=flagship3_search_srp_jobs
"Full Stack Engineer
Full Stack Engineer",Shahar,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4403879442/?eBP=BUDGET_EXHAUSTED_JOB&refId=8kmTiSYrQw5kD1TfkJvWFw%3D%3D&trackingId=U%2BJSriD9saSiJKKTBwR8OQ%3D%3D&trk=flagship3_search_srp_jobs
"עוזר אישי למיזם טכנולוגי
עוזר אישי למיזם טכנולוגי",Shaman.ai,"Netanya, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403829617/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4Otb%2F4BDLb1TwGCaMQd53Q%3D%3D&trackingId=iDGi3KJaMT4TFBBbZoT%2F7g%3D%3D&trk=flagship3_search_srp_jobs
"Senior System Analyst
Senior System Analyst with verification",Shavit Software,"Rishon LeZion, Center District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4403865421/?eBP=CwEAAAGdpegx8Q29AZa1q-YBzRylV2srbSzJuAxeCny1aoFm-TrD4e6-GPMNvr4R0gBFZXUBp6SAz4UxDra9hC0G_afb_NmJ99ukBPfvtycvCsSg67lOWwQ4VnS_usGox1ttMn7Ikp87YGpQqtrnzF5sfaEL7uUGYFOlqdPzkiHYjpxyPwtR_KIqGkRk4KZhTtYw9ulzxJgdve09X2VshIcnTeGu3rTi0URdDL_0JSiZXX3JofyzrcA8Z15i2p_JNyZASy30LK9yrLC5-sJFFUR2ON_XUNQU06_TqFqIBOjz2PtbJD1Bo2_iJ2af2rp0huEC8mJeQviQu_wF9axPKjJf-j3K8-jPTQjH1U0HYRPXWaMisjpYXB8fnUsznBj7bvcvAEXmzL7vRoR0VSkVNeFKomYaufTMDOLpAsCY8qLcV72L6gTcMGbpU5m8uAPcAjvuRyaGJI0rEZ25m1Py2hPAfINkoZaK1LGomd9wOgNKkAUucpmZRIO8tcF4brluD88V9lg&refId=3GSsW%2FGg64qsOKIlknI5pw%3D%3D&trackingId=lgY11QaFVdX97P80yqfo7Q%3D%3D&trk=flagship3_search_srp_jobs
"Digital Marketing Manager
Digital Marketing Manager with verification",Shavit Software,"Petah Tikva, Center District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4403882275/?eBP=CwEAAAGdpeii_btcuVObdCHSSoQ54jS4Qbi9EogJQGV5upLo9PrN3dHIvbDfNdnZIDKy7YeipUfdv67Dv2ERHJW9Dab8g2sWca8Xfuh4rkKeYMqaB36gmn0rnlOPErsPecpsvWGRuhUTmB3REnY8MGQpxPETb5Ziqcdr66dVcsSEnRslOrvKSkn-usfNe3SBnj_EWN3-W0OcO5WUQqAv9GFssJjcHV_kCz0x-H-hGvpHt3mWKN728gIbwNoyCVAi-HeCdEl4ocuyMsOXdfzRp4_svNt3DCL3QaqBYPNIP8Miytr-3oZaAnZQ0igaK87d6VkYgq2dQdbk7ttp3bFKqNP79VYR7nn8Fy4-MA3ubJVfI4HDKoiH4lgg2o5nfkS4pnRikvj6BYdf-sjYnksypW93Usd7tRJGxtiWcHScD0eEXj6IEycB1h2hlCJnWdk3x1cBlsrEKCUTXxb2LfvJxMUXCOA1p06Cn3-s3ZwhSrKe0lQ2QmbzEq3OkxxKTMUB7g&refId=4Otb%2F4BDLb1TwGCaMQd53Q%3D%3D&trackingId=5hbjdAbjM%2By0JfyDH1e3fA%3D%3D&trk=flagship3_search_srp_jobs
"NOC Operator
NOC Operator with verification",Shavit Software,"Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4403870441/?eBP=CwEAAAGdpfL7IHEf9j9oUy8inZwh-V3AqSBWpnmZFU9PbtkoEO8y-3I1nYCV-p-0SgQzxugDLV5fFfo_5-dhlYBfx3w2y7CuwlvYKUe6CoCwSNrkiR207wy4hLuQuS7l_a0Y2etNkHeHc-Tx0eZuJqflGjqa00ueO2797I6THFcaiOFi4Sg3Fw4mwmB8GFhmXlX9_5TTa_XKvk_QtPS88VJCqMMgNxfUYbWEZ4yJFxDlanslANwhTp5m0YUwESGT4gDlOB1gIr4kZ1egH8Rsz3S2p6g5rWcWOX0ChUqRuQeWzas0RcFWZh6fpNObPZIs4iEAorGaWB8af79LbhZogJ3rNJbuMszgRpUTy5h6MMqXTbCjAFepbzLz9TKCwbvv0kiQO1o3ulKErvPCkrAca-10FdtHO8rPBP6R3VKkPfW3r7kkByonwuAr1q9k6DMHYSRi7X4XQkdUt6_Kn9hSavw&refId=1SmpMPMkvVAAYaba52V6KQ%3D%3D&trackingId=sJrqq9UHbiq6y%2BaYrrJReQ%3D%3D&trk=flagship3_search_srp_jobs
"Global Accounts Success Manager  (EMEA, United Kingdom, Ireland)
Global Accounts Success Manager  (EMEA, United Kingdom, Ireland) with verification","Shopify
2 school alumni work here
2 Bar-Ilan University school alumni work here
23 hours ago
",EMEA (Remote),4/19/2026,https://www.linkedin.com/jobs/view/4381092122/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=769Px%2BzBtjFv08uoFnMNXQ%3D%3D&trackingId=z89F7uidT6HYhikgBWoodA%3D%3D&trk=flagship3_search_srp_jobs
"Senior RPA Developer (UiPath) - Haifa/IEC
Senior RPA Developer (UiPath) - Haifa/IEC",Siema,"Haifa, Haifa District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4401264991/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=GukeC3sitjSIkWw6h3zU4Q%3D%3D&trackingId=uLVLv03aw5RCAsq%2BrmPfNA%3D%3D&trk=flagship3_search_srp_jobs
"Senior Data Engineer
Senior Data Engineer with verification",Silverfort,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4390126259/?eBP=CwEAAAGdpe3EFBaJwYVa1qhGhedw6GRsKuW7_ORExIeRuKIZEp7Eny15Iqte12tOnrUcsjXwxdTJCEvsuoztd9apLCb7CsOkhkEfaJKB4IyHcf17H-1h4us0qwbexJKmXvdo0hxn56IXmh44l-WLSC7S_ZAUmX4qkiK6B7kvc_gGeUhvscDWCk5wRAhhL8TMHfduZ9pD3HN4pSiLj6j4Yj_IMnvFRQfeikVBCJk7mv91_kK_HFEKL4uXidqgz-i3yY5gtzDvMv1RQDkUdbJX_8DePttTqDSu_cMMeMjKGWqnqQBPAMWTPPlQ5iTO6xUDc9VtJX2c80pLUQ14nTdwoeDspT6G3SubxUJ79NPar-hiGKgffcrhJLB8TKewGvHpjyhl2mCkvxZsHTst3mQPGD7sDivkiGJby-zz0UG5_KOIJlxLA8DHqv3MavmIEl529Evj-bshunLUHNvDrNHlIoYEt01WmBSZQSAnTP9m_9o&refId=hKtC9PgdjVAF7FuojK00gA%3D%3D&trackingId=hHziNfvICjcZzY3E3wy6MQ%3D%3D&trk=flagship3_search_srp_jobs
"NetSuite & Financial Applications Specialist
NetSuite & Financial Applications Specialist with verification",Similarweb,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4392354033/?eBP=CwEAAAGdpe5Fm3Tkq8jZ0pRk1Q2PHJgaFuB6BtsYXDj2Y29gek2AZ5pQ8B7myD4VoDDZMCL1XHm2lT-KmNLvMKp1d1lQOnNfaGUbeShj4XpNhlTeEFbGvWmNYtLRtE0sg4XLqMlCeLAMu1xzGD2f6QXcL3w3al16FhZyww0ez6KXMjubbDFtOUKGgfgoIjZLDHNskj-FxgSxPzsV9SJCF1TlbpMPTM4Tz-Q5hekIK2dIaj6D6Gq5XpQTHau3BpPGy2wsaqAM-y9tLk05lSIFWzjmCEAoVAjjGie_T0sHGFC5ucOcCVNROBCNSGqyCupneDr-Ha2OlRlXIOMr8e9sDsk2UXlnE83p2ASoEa3YrdTHvs5UNUyOfl9XN4l0RLzP3OXkVJP6-KODCFoH2CDQD4X6_h8rSuyT7t3PfqQXHPj2JsCQw3j1jGakt-AigzFayRxUxPKWnWCEeBqyR0TYjp_BS6xr4TMl24AKs8bb&refId=Y8XoWEY%2FUV4Y4K1MrsYVvg%3D%3D&trackingId=BMEtZlZJ15l4P19MfdfSag%3D%3D&trk=flagship3_search_srp_jobs
"Senior Post-Merger Integration Manager
Senior Post-Merger Integration Manager with verification",Similarweb,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4392334894/?eBP=CwEAAAGdpfD0qFSbpJV_rnRL_eizNA_PJ-qWPNEi3PpXDM9jjCQHp9Uh3oioqLZYKAdwtrIIt9rZtQDY3SFgLeEvwmpG6I93PhS-u7_7PiavEaN_5qrmdt-p_6kG4sFjUu6J-q4ZMk6gUxGhcS0_DgHYko57hYnltokiV_r1vQ7T5iUngryw70W5AvQ0kLYPUsnJpTszgcWGq3htS7PIkwUTUfIdNNKKDe1xu-SrcQj7vhf05CZs83Pu7cMvJDzs0Oo0c797B39Nn3TEMkjBSCqKgz-LN1DOqdfjCzUQTWeXz7eo8zM-v49NGN4vKjTgUPvDBVTDdGBw_0cELgHAtZ0_rxGsrAsBxTbZZa13hKqgmBH1YziGRiAo-C4VMzHrFZObpZrWFHT1Y3jK9bt8MXrHr69PEPPjSqMRpfZJ30ur4f1ohUENo_dt3Ui9ZpzJg3RYVA0ZjpLjoox3XPoeYDotuzk_v2t_K5xAnuTksCchcwTOZ4ph6-ix45KGIzDKtQ&refId=769Px%2BzBtjFv08uoFnMNXQ%3D%3D&trackingId=Pk5eKFFwa6Nc884kLWmeAA%3D%3D&trk=flagship3_search_srp_jobs
"Head of R&D, Piano
Head of R&D, Piano","Simply
2 company alumni work here
2 Startup Nation Central company alumni work here
2 hours ago
","Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403883275/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ST13g5EFAOp6%2FOXvBNitPg%3D%3D&trackingId=AJs%2BrP10ZyI64fvtwu8VPg%3D%3D&trk=flagship3_search_srp_jobs
"Software Group Lead
Software Group Lead",Skapion,"Ramat Gan, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401270317/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=AXllWHp%2B9iDCljljbyb0dg%3D%3D&trackingId=SkQRqJGFd3xann925qXo7Q%3D%3D&trk=flagship3_search_srp_jobs
"Junior DevOps Engineer (משרה באתר לקוח ביטחוני)
Junior DevOps Engineer (משרה באתר לקוח ביטחוני)",Skyline Software Systems,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4352513911/?eBP=BUDGET_EXHAUSTED_JOB&refId=fFvi8RXE%2BvxESY7ZnuyHpA%3D%3D&trackingId=LgJGVOFK7YKRhjiqQ1PUhg%3D%3D&trk=flagship3_search_srp_jobs
"מנהלת חשבונות - משרה זמנית
מנהלת חשבונות - משרה זמנית","SolarEdge Technologies
3 connections work here
1 hour ago
","Nazareth, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403871991/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=G4rvlZtIQbOjJB49KptsQA%3D%3D&trackingId=rVM4fNEEJ1SVlHMZFrQ9Zg%3D%3D&trk=flagship3_search_srp_jobs
"IOS Engineer
IOS Engineer with verification","Sporty Group
22 hours ago
",EMEA (Remote),4/19/2026,https://www.linkedin.com/jobs/view/4343502541/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=G4rvlZtIQbOjJB49KptsQA%3D%3D&trackingId=SY5z0V61gNshEojwLOqKhw%3D%3D&trk=flagship3_search_srp_jobs
"Corporate Innovation Sales Partner | Germany
Corporate Innovation Sales Partner | Germany",Spyre Group - Innovation Ecosystem Design,Israel (Remote),4/19/2026,https://www.linkedin.com/jobs/view/4403874827/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=WeAHA33keSXS6aDNyHThMw%3D%3D&trackingId=5anzC1erR7B6N76L8IRu%2Bw%3D%3D&trk=flagship3_search_srp_jobs
"Back End Developer
Back End Developer",Staffin Israel,"Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403869890/?eBP=CwEAAAGdpfL7IP574eHpWQpGzyzSYUUnqMrjf5-PBtjKJzWYu1aiOLqmHn1aTevCaD-fuvvcZyiQHcpIiG_ATfVM0owCFkMvr8pm5aPNH-X8zwpRYRRleO_5FEf-HFO9TUcjANqNz8C_Rz-87ftO3PUiYcWLpXqFW9-4kkacnPikSkEdOk5JSIk6sdySvcYhW-R-RZw6uR-0M0q_ck1EO2rAppMf4_NUuTBI_FixDfiS0cNy8YCgyA5uKcjlpTHtL6znnYfCSXGc7u0BxL2cwyAfaWVYqydZMbpP0oAdQXiyJIAAKR4UQ2a9J3LBs2SwuOosxSZhAtFfpskkS9ZOq4Y5TDec31BtIknZORVuJhqjPvDJnotD6Ok2p9rStmHkFy8bkNI1IpyhOGp-PFi9NxACvxO_Q65ilDbbMYdn6dsKBgFkhsMFWm9Jy9-8CP0YXsyhc__zJsTLjdBm3OFG1M8&refId=1SmpMPMkvVAAYaba52V6KQ%3D%3D&trackingId=UujTaoHD1q%2BKH0Ug%2FBhDoA%3D%3D&trk=flagship3_search_srp_jobs
